POSTAL_CODE,CITY,PROVINCE_ABBR,TIME_ZONE,LATITUDE,LONGITUDE
V8R3P4,VICTORIA,BC,8,48.444965,-123.304551
V9A7H3,VICTORIA,BC,8,48.43656,-123.383361
V9B0L6,VICTORIA,BC,8,48.4690605,-123.5029896
V8N0A3,VICTORIA,BC,8,48.4767571,-123.3251287
V8S1E1,VICTORIA,BC,8,48.412758,-123.345962
V8X4B2,VICTORIA,BC,8,48.469827,-123.365808
V8Y2P4,VICTORIA,BC,8,48.5057904,-123.3691274
V8V3C6,VICTORIA,BC,8,48.419698,-123.356506
V9A5N4,VICTORIA,BC,8,48.424564,-123.415968
V8P4G8,VICTORIA,BC,8,48.458288,-123.332876
V8Z3C7,VICTORIA,BC,8,48.48801,-123.387835
V8S2H1,VICTORIA,BC,8,48.411568,-123.325563
V8R3J7,VICTORIA,BC,8,48.444118,-123.31934
V9C1N8,VICTORIA,BC,8,48.431821,-123.488769
V8W9A6,VICTORIA,BC,8,48.47417,-123.363133
V8P3R7,VICTORIA,BC,8,48.455419,-123.347999
V8V0A1,VICTORIA,BC,8,48.415145,-123.356161
V8Z6N8,VICTORIA,BC,8,48.4853403,-123.4013056
V8W3K3,VICTORIA,BC,8,48.428643,-123.369491
V8N4R9,VICTORIA,BC,8,48.4769032,-123.3209916
V8Z2Z6,VICTORIA,BC,8,48.4839,-123.407214
V8W1W3,VICTORIA,BC,8,48.429185,-123.367999
V9A2H6,VICTORIA,BC,8,48.450414,-123.401992
V9A2W9,VICTORIA,BC,8,48.439441,-123.392867
V8V0C5,VICTORIA,BC,8,48.4189639,-123.374812
V8Z4V5,VICTORIA,BC,8,48.474034,-123.406294
V8N0B8,VICTORIA,BC,8,48.4705802,-123.3380087
V8Z2R1,VICTORIA,BC,8,48.468172,-123.408257
V9B3E7,VICTORIA,BC,8,48.454293,-123.499573
V9B1P1,VICTORIA,BC,8,48.454396,-123.434949
V8T1S1,VICTORIA,BC,8,48.435036,-123.3529715
V8T2R3,VICTORIA,BC,8,48.445373,-123.348791
V9A6M3,VICTORIA,BC,8,48.446134,-123.410976
V8Z6M7,VICTORIA,BC,8,48.478349,-123.395185
V9A4S4,VICTORIA,BC,8,48.437554,-123.408418
V9C4C9,VICTORIA,BC,8,48.3784451,-123.5621474
V9B6K9,VICTORIA,BC,8,48.452081,-123.436597
V9C1C1,VICTORIA,BC,8,48.437515,-123.457358
V9B4C1,VICTORIA,BC,8,48.439929,-123.517949
V8Z4V4,VICTORIA,BC,8,48.46935,-123.406572
V8Z1J8,VICTORIA,BC,8,48.455155,-123.381681
V8R2P9,VICTORIA,BC,8,48.437836,-123.3283
V8V2E9,VICTORIA,BC,8,48.413279,-123.377129
V8V1Z3,VICTORIA,BC,8,48.419734,-123.38055
V8V3V1,VICTORIA,BC,8,48.418472,-123.358308
V8R2S8,VICTORIA,BC,8,48.436787,-123.305983
V8S3B2,VICTORIA,BC,8,48.421932,-123.304131
V8P2L6,VICTORIA,BC,8,48.470979,-123.356637
V8R5N3,VICTORIA,BC,8,48.445485,-123.315386
V9C1H1,VICTORIA,BC,8,48.438114,-123.466965
V8V3Z8,VICTORIA,BC,8,48.423039,-123.35408
V8W2A1,VICTORIA,BC,8,48.424154,-123.366527
V8Y2R2,VICTORIA,BC,8,48.5014447,-123.3664696
V9C3C8,VICTORIA,BC,8,48.423592,-123.5198784
V8S4V8,VICTORIA,BC,8,48.4241222,-123.3139683
V8V4N9,VICTORIA,BC,8,48.419,-123.347993
V8N2X5,VICTORIA,BC,8,48.4880389,-123.3083568
V8P0A5,VICTORIA,BC,8,48.4599139,-123.3423413
V8S2S1,VICTORIA,BC,8,48.416336,-123.314121
V9B5E9,VICTORIA,BC,8,48.435202,-123.502746
V8S1N5,VICTORIA,BC,8,48.414374,-123.334564
V9A4H3,VICTORIA,BC,8,48.447554,-123.409241
V8V3J1,VICTORIA,BC,8,48.421186,-123.349898
V8V3T4,VICTORIA,BC,8,48.415871,-123.359325
V9C3G3,VICTORIA,BC,8,48.423501,-123.492122
V8W1B2,VICTORIA,BC,8,48.422032,-123.364286
V8W0A8,VICTORIA,BC,8,48.422234,-123.365632
V9B0V4,VICTORIA,BC,8,48.4506937,-123.5179809
V9A7R2,VICTORIA,BC,8,48.432348,-123.380407
V8V2C3,VICTORIA,BC,8,48.417905,-123.376446
V8R2W8,VICTORIA,BC,8,48.443341,-123.329421
V9B1M4,VICTORIA,BC,8,48.462784,-123.434061
V8V2A6,VICTORIA,BC,8,48.414272,-123.381958
V9A3V2,VICTORIA,BC,8,48.434776,-123.384746
V8S3Z1,VICTORIA,BC,8,48.420606,-123.331705
V8T5H4,VICTORIA,BC,8,48.446004,-123.345436
V8N3B2,VICTORIA,BC,8,48.470802,-123.340307
V9B0K4,VICTORIA,BC,8,48.488551,-123.49608
V8N2H2,VICTORIA,BC,8,48.4788665,-123.3137106
V8N2J7,VICTORIA,BC,8,48.477618,-123.317766
V9A1C2,VICTORIA,BC,8,48.452228,-123.39004
V8V1A3,VICTORIA,BC,8,48.417657,-123.385424
V9E2E2,VICTORIA,BC,8,48.47421,-123.430662
V9B1H5,VICTORIA,BC,8,48.456439,-123.45739
V8X5J8,VICTORIA,BC,8,48.45175,-123.36802
V9A4P9,VICTORIA,BC,8,48.438719,-123.405862
V8Z5X8,VICTORIA,BC,8,48.552604,-123.399063
V8Z6X1,VICTORIA,BC,8,48.5615,-123.401561
V9B3Y3,VICTORIA,BC,8,48.445756,-123.508583
V8V1W4,VICTORIA,BC,8,48.420872,-123.374946
V8W1W2,VICTORIA,BC,8,48.426014,-123.368698
V8N4J9,VICTORIA,BC,8,48.454515,-123.285279
V8N3G6,VICTORIA,BC,8,48.4794046,-123.332428
V8W1T9,VICTORIA,BC,8,48.426061,-123.369978
V8Z6Z1,VICTORIA,BC,8,48.558,-123.398212
V8P2J6,VICTORIA,BC,8,48.464403,-123.353487
V8Y1B1,VICTORIA,BC,8,48.5029263,-123.3673332
V9A3B8,VICTORIA,BC,8,48.4343543,-123.3830898
V8R1V4,VICTORIA,BC,8,48.431136,-123.343384
V8V3K2,VICTORIA,BC,8,48.4238451,-123.3583691
V9C0M3,VICTORIA,BC,8,48.405824,-123.504338
V8X2V7,VICTORIA,BC,8,48.454456,-123.364553
V8Y2A1,VICTORIA,BC,8,48.514516,-123.37307
V8N3W4,VICTORIA,BC,8,48.493424,-123.309943
V8R1H7,VICTORIA,BC,8,48.427151,-123.3219804
V9C2N7,VICTORIA,BC,8,48.42375,-123.508633
V8R6G4,VICTORIA,BC,8,48.4444822,-123.3005031
V8N4K1,VICTORIA,BC,8,48.457438,-123.281648
V8T1V8,VICTORIA,BC,8,48.436001,-123.347383
V8T1R1,VICTORIA,BC,8,48.43551,-123.364742
V8Y1T4,VICTORIA,BC,8,48.542443,-123.390375
V9B6V6,VICTORIA,BC,8,48.4685445,-123.5063682
V8S4H9,VICTORIA,BC,8,48.420383,-123.323103
V9B0C5,VICTORIA,BC,8,48.4547685,-123.4802205
V8R3R1,VICTORIA,BC,8,48.444543,-123.296727
V8W1T1,VICTORIA,BC,8,48.429819,-123.360415
V8S4R3,VICTORIA,BC,8,48.426257,-123.317914
V9B6N6,VICTORIA,BC,8,48.4543464,-123.5484071
V8N6H8,VICTORIA,BC,8,48.4700586,-123.3038072
V9A5K7,VICTORIA,BC,8,48.4251975,-123.406872
V8X4P2,VICTORIA,BC,8,48.5001847,-123.3628827
V9B0B7,VICTORIA,BC,8,48.47401,-123.502809
V8P3E3,VICTORIA,BC,8,48.424598,-123.332595
V9B5R9,VICTORIA,BC,8,48.466107,-123.484979
V8S2W5,VICTORIA,BC,8,48.4192425,-123.3189535
V8V2X2,VICTORIA,BC,8,48.4156,-123.357741
V9E2A8,VICTORIA,BC,8,48.525743,-123.416788
V9A0C6,VICTORIA,BC,8,48.4373686,-123.4112839
V8V4S7,VICTORIA,BC,8,48.41877,-123.374738
V8X1Z6,VICTORIA,BC,8,48.466964,-123.365524
V8N3W6,VICTORIA,BC,8,48.4897782,-123.3103419
V9B1C1,VICTORIA,BC,8,48.45208,-123.436597
V8W1J2,VICTORIA,BC,8,48.425761,-123.368336
V8R4J6,VICTORIA,BC,8,48.442652,-123.334811
V8P1Y9,VICTORIA,BC,8,48.457791,-123.3578
V8T1A2,VICTORIA,BC,8,48.428129,-123.358782
V8P5P9,VICTORIA,BC,8,48.450007,-123.318752
V9C3C3,VICTORIA,BC,8,48.429428,-123.527022
V8X1G5,VICTORIA,BC,8,48.450946,-123.3611588
V8S1J4,VICTORIA,BC,8,48.408746,-123.332686
V8Z1B1,VICTORIA,BC,8,48.445968,-123.375539
V9B6M9,VICTORIA,BC,8,48.4530226,-123.4736688
V9A1S5,VICTORIA,BC,8,48.444089,-123.387883
V8P3R9,VICTORIA,BC,8,48.464825,-123.349083
V9C1P9,VICTORIA,BC,8,48.4259454,-123.4906524
V9C1E9,VICTORIA,BC,8,48.439182,-123.468336
V8X4C7,VICTORIA,BC,8,48.4720359,-123.3678543
V8P3G3,VICTORIA,BC,8,48.4597221,-123.3002151
V8P3K4,VICTORIA,BC,8,48.454258,-123.353096
V8T3T7,VICTORIA,BC,8,48.442993,-123.351426
V8S5E3,VICTORIA,BC,8,48.421139,-123.303511
V9A3L1,VICTORIA,BC,8,48.430408,-123.386083
V9B2A3,VICTORIA,BC,8,48.435998,-123.501125
V8W3Z2,VICTORIA,BC,8,48.422834,-123.362978
V8Z4P6,VICTORIA,BC,8,48.46185,-123.400973
V8Z4C2,VICTORIA,BC,8,48.457278,-123.378072
V8X2B2,VICTORIA,BC,8,48.462772,-123.377962
V8R2L3,VICTORIA,BC,8,48.4357858,-123.3284711
V8Z6P6,VICTORIA,BC,8,48.4775147,-123.4125295
V8Z7A5,VICTORIA,BC,8,48.4842177,-123.4084913
V8T1B4,VICTORIA,BC,8,48.427646,-123.345877
V8W2B4,VICTORIA,BC,8,48.421451,-123.366003
V8V5A2,VICTORIA,BC,8,48.419088,-123.3768033
V8X4L9,VICTORIA,BC,8,48.499124,-123.366129
V8Z4X2,VICTORIA,BC,8,48.4778317,-123.4005998
V8R4Z4,VICTORIA,BC,8,48.434452,-123.323699
V9C3H5,VICTORIA,BC,8,48.431995,-123.520655
V9A1Y2,VICTORIA,BC,8,48.45016,-123.392445
V8S5L7,VICTORIA,BC,8,48.425478,-123.34532
V8R6R1,VICTORIA,BC,8,48.426404,-123.339414
V9B0A7,VICTORIA,BC,8,48.43492,-123.391242
V8V1Y9,VICTORIA,BC,8,48.418503,-123.382022
V9B0V7,VICTORIA,BC,8,48.458281,-123.482009
V8Z4S5,VICTORIA,BC,8,48.471455,-123.398224
V9B0X6,VICTORIA,BC,8,48.464688,-123.496746
V9A1E2,VICTORIA,BC,8,48.447314,-123.386609
V9B4M1,VICTORIA,BC,8,48.4447042,-123.497216
V8Y2M7,VICTORIA,BC,8,48.526185,-123.366472
V8Z6G2,VICTORIA,BC,8,48.4648409,-123.3952724
V8N4X1,VICTORIA,BC,8,48.4816626,-123.3212852
V8P4E1,VICTORIA,BC,8,48.454942,-123.333851
V8X4B1,VICTORIA,BC,8,48.469814,-123.36592
V8T3T1,VICTORIA,BC,8,48.447223,-123.349774
V9A4J9,VICTORIA,BC,8,48.4496733,-123.425655
V8Z3W3,VICTORIA,BC,8,48.459048,-123.385627
V9A3A4,VICTORIA,BC,8,48.436515,-123.385075
V8T5B4,VICTORIA,BC,8,48.436608,-123.370855
V9B4L8,VICTORIA,BC,8,48.4402035,-123.4985444
V8T0B6,VICTORIA,BC,8,48.4399898,-123.3603921
V8W2J8,VICTORIA,BC,8,48.429583,-123.361718
V9B2N1,VICTORIA,BC,8,48.438666,-123.513418
V8Y2Z3,VICTORIA,BC,8,48.519093,-123.380592
V8N1S4,VICTORIA,BC,8,48.457763,-123.283172
V8Z4A2,VICTORIA,BC,8,48.472734,-123.389646
V8Z2E2,VICTORIA,BC,8,48.4715414,-123.3960596
V9C2G7,VICTORIA,BC,8,48.416999,-123.486221
V8N6M9,VICTORIA,BC,8,48.484917,-123.322865
V8V2G1,VICTORIA,BC,8,48.412116,-123.377435
V8V4W6,VICTORIA,BC,8,48.4179543,-123.3688897
V8Z6K6,VICTORIA,BC,8,48.448436,-123.380554
V9B0S3,VICTORIA,BC,8,48.513704,-123.436848
V8T3X2,VICTORIA,BC,8,48.443831,-123.354987
V8X3A1,VICTORIA,BC,8,48.461162,-123.369647
V8P3W2,VICTORIA,BC,8,48.456374,-123.340413
V8P5S8,VICTORIA,BC,8,48.4630017,-123.3441068
V8R3B6,VICTORIA,BC,8,48.44111,-123.326085
V8Y3B6,VICTORIA,BC,8,48.505665,-123.366185
V8Z1V4,VICTORIA,BC,8,48.459109,-123.391619
V9C2E1,VICTORIA,BC,8,48.417648,-123.487588
V9C2H9,VICTORIA,BC,8,48.4195885,-123.4885286
V8T1L2,VICTORIA,BC,8,48.4325527,-123.3515402
V8N2J2,VICTORIA,BC,8,48.480462,-123.312665
V8W0G4,VICTORIA,BC,8,48.4248319,-123.35952
V8V1S2,VICTORIA,BC,8,48.4170315,-123.370935
V9C3S2,VICTORIA,BC,8,48.4157159,-123.4990144
V9B1N1,VICTORIA,BC,8,48.4550982,-123.4264342
V9A2X5,VICTORIA,BC,8,48.4403703,-123.3971098
V8V1L5,VICTORIA,BC,8,48.416207,-123.375672
V8P2L3,VICTORIA,BC,8,48.470033,-123.354284
V9C0N8,VICTORIA,BC,8,48.412546,-123.521498
V9A3V4,VICTORIA,BC,8,48.436012,-123.385068
V8P2W2,VICTORIA,BC,8,48.46134,-123.320704
V8W1P3,VICTORIA,BC,8,48.427663,-123.360889
V9B1L1,VICTORIA,BC,8,48.4569768,-123.4309234
V8X1S4,VICTORIA,BC,8,48.461039,-123.361282
V8W0G3,VICTORIA,BC,8,48.4272692,-123.3653229
V8S4R5,VICTORIA,BC,8,48.421909,-123.317131
V8Z2V3,VICTORIA,BC,8,48.47468,-123.419171
V9B2W4,VICTORIA,BC,8,48.4422445,-123.4700126
V9C2R1,VICTORIA,BC,8,48.420055,-123.498605
V8T1J7,VICTORIA,BC,8,48.4313662,-123.3457729
V8W2G1,VICTORIA,BC,8,48.427341,-123.364882
V8N2A8,VICTORIA,BC,8,48.475896,-123.31245
V9B4V3,VICTORIA,BC,8,48.455364,-123.434524
V8R2X4,VICTORIA,BC,8,48.440055,-123.335608
V8P4S6,VICTORIA,BC,8,48.459431,-123.326332
V8P3Y7,VICTORIA,BC,8,48.4525306,-123.3399319
V8Y3A2,VICTORIA,BC,8,48.516616,-123.379007
V9B3K9,VICTORIA,BC,8,48.4644157,-123.4962077
V8N5Y1,VICTORIA,BC,8,48.4757936,-123.3327021
V8Y2G9,VICTORIA,BC,8,48.5276885,-123.372173
V8X2P3,VICTORIA,BC,8,48.4472586,-123.3637537
V8X3Z7,VICTORIA,BC,8,48.466968,-123.367132
V8S4T4,VICTORIA,BC,8,48.424635,-123.315763
V8N4S9,VICTORIA,BC,8,48.479856,-123.324861
V9C4H9,VICTORIA,BC,8,48.37603,-123.573584
V9B6N5,VICTORIA,BC,8,48.453926,-123.493214
V9C3Y1,VICTORIA,BC,8,48.389032,-123.579239
V9B0W9,VICTORIA,BC,8,48.4390025,-123.5112708
V9C2J3,VICTORIA,BC,8,48.4181486,-123.4892243
V8Y2A9,VICTORIA,BC,8,48.518814,-123.371506
V8W3M5,VICTORIA,BC,8,48.4291075,-123.3607778
V9C3A1,VICTORIA,BC,8,48.407147,-123.507072
V8Z5C1,VICTORIA,BC,8,48.4910977,-123.4004482
V8S3L9,VICTORIA,BC,8,48.416255,-123.341045
V9B5H4,VICTORIA,BC,8,48.43619,-123.502732
V8S1G9,VICTORIA,BC,8,48.4153548,-123.328564
V8P4T6,VICTORIA,BC,8,48.466841,-123.325239
V8N1K3,VICTORIA,BC,8,48.462706,-123.294959
V8T5J9,VICTORIA,BC,8,48.441561,-123.377192
V8R4G3,VICTORIA,BC,8,48.434016,-123.335562
V8R6A1,VICTORIA,BC,8,48.440498,-123.303225
V8W1L3,VICTORIA,BC,8,48.426468,-123.366097
V8V1K9,VICTORIA,BC,8,48.417529,-123.378384
V8Y3G6,VICTORIA,BC,8,48.5051195,-123.3545898
V8R4P6,VICTORIA,BC,8,48.427271,-123.330188
V8P4T3,VICTORIA,BC,8,48.4640877,-123.3259202
V8R3E8,VICTORIA,BC,8,48.443367,-123.331646
V8V4C8,VICTORIA,BC,8,48.407509,-123.354428
V8S3X2,VICTORIA,BC,8,48.4102367,-123.3313688
V8W3K1,VICTORIA,BC,8,48.4282672,-123.3614717
V8P1N5,VICTORIA,BC,8,48.454517,-123.35061
V9E2B2,VICTORIA,BC,8,48.512064,-123.411722
V8Z7L5,VICTORIA,BC,8,48.4711369,-123.4145281
V8S5C2,VICTORIA,BC,8,48.413985,-123.304878
V8R4E6,VICTORIA,BC,8,48.429814,-123.335849
V8Z3R2,VICTORIA,BC,8,48.452363,-123.380155
V8R6T9,VICTORIA,BC,8,48.444212,-123.333451
V8V1J3,VICTORIA,BC,8,48.418462,-123.382888
V9B5L4,VICTORIA,BC,8,48.4284207,-123.3656444
V9C0J2,VICTORIA,BC,8,48.417696,-123.502504
V9B2H5,VICTORIA,BC,8,48.4353043,-123.4977713
V9A3A7,VICTORIA,BC,8,48.436482,-123.387196
V8R2E2,VICTORIA,BC,8,48.434304,-123.316181
V9A1V8,VICTORIA,BC,8,48.448623,-123.389336
V8V1B6,VICTORIA,BC,8,48.409342,-123.371889
V8V4V9,VICTORIA,BC,8,48.4221099,-123.3859458
V9C2H5,VICTORIA,BC,8,48.4155213,-123.4892938
V8Y2Y4,VICTORIA,BC,8,48.507556,-123.361373
V8Y2R4,VICTORIA,BC,8,48.510241,-123.371181
V8P1C5,VICTORIA,BC,8,48.447906,-123.33112
V8T4Y8,VICTORIA,BC,8,48.439951,-123.34449
V8T1M4,VICTORIA,BC,8,48.434011,-123.359896
V8X2A8,VICTORIA,BC,8,48.468464,-123.377127
V9A6R6,VICTORIA,BC,8,48.427345,-123.421555
V9B5M7,VICTORIA,BC,8,48.4336309,-123.5075236
V8R4K5,VICTORIA,BC,8,48.431482,-123.334406
V8P3A3,VICTORIA,BC,8,48.465048,-123.336015
V8X0A1,VICTORIA,BC,8,48.49508,-123.385301
V8S1B3,VICTORIA,BC,8,48.406719,-123.348836
V9A4Y6,VICTORIA,BC,8,48.431872,-123.402254
V8R1B9,VICTORIA,BC,8,48.426359,-123.328736
V9A3R6,VICTORIA,BC,8,48.430875,-123.394047
V8Z7E1,VICTORIA,BC,8,48.5660818,-123.403528
V8V2C6,VICTORIA,BC,8,48.413306,-123.37974
V8W1K8,VICTORIA,BC,8,48.426976,-123.370165
V8S2V6,VICTORIA,BC,8,48.419002,-123.3237565
V8Z3V7,VICTORIA,BC,8,48.453549,-123.387967
V9A6C1,VICTORIA,BC,8,48.422007,-123.411339
V8P3L7,VICTORIA,BC,8,48.466666,-123.35224
V8V1N2,VICTORIA,BC,8,48.418064,-123.377926
V8X2R2,VICTORIA,BC,8,48.451261,-123.352436
V8V4C2,VICTORIA,BC,8,48.417398,-123.354051
V8X2N1,VICTORIA,BC,8,48.48254,-123.37442
V8Y3C7,VICTORIA,BC,8,48.507284,-123.36038
V8P2Z4,VICTORIA,BC,8,48.464141,-123.332409
V8S2M1,VICTORIA,BC,8,48.412413,-123.315777
V8N5T1,VICTORIA,BC,8,48.473264,-123.336038
V8W9E1,VICTORIA,BC,8,48.474181,-123.363133
V8R2W9,VICTORIA,BC,8,48.441736,-123.329683
V9B6G4,VICTORIA,BC,8,48.507119,-123.523274
V8P3Y2,VICTORIA,BC,8,48.449099,-123.343321
V8Z6Y3,VICTORIA,BC,8,48.5595645,-123.3961184
V8Y1M4,VICTORIA,BC,8,48.5229563,-123.371012
V8V0E4,VICTORIA,BC,8,48.41893,-123.3747216
V8R5V1,VICTORIA,BC,8,48.434198,-123.310853
V9B6A4,VICTORIA,BC,8,48.452493,-123.4772186
V8X2B5,VICTORIA,BC,8,48.482008,-123.345771
V8W3R9,VICTORIA,BC,8,48.429399,-123.359018
V8N4Z4,VICTORIA,BC,8,48.487553,-123.3360412
V8V3P1,VICTORIA,BC,8,48.425475,-123.345556
V8N2B5,VICTORIA,BC,8,48.48208,-123.34293
V9A6P8,VICTORIA,BC,8,48.430685,-123.418773
