POSTAL_CODE,CITY,PROVINCE_ABBR,TIME_ZONE,LATITUDE,LONGITUDE
V9C 4H3,VICTORIA,BC,8,48.3312162,-123.5671332
V9B 6P8,VICTORIA,BC,8,48.459795,-123.494934
V8R 1C5,VICTORIA,BC,8,48.426478,-123.327128
V9C 0K2,VICTORIA,BC,8,48.417696,-123.502504
V8R 3P4,VICTORIA,BC,8,48.444965,-123.304551
V9A 7H3,VICTORIA,BC,8,48.43656,-123.383361
V9B 0L6,VICTORIA,BC,8,48.4690605,-123.5029896
V8N 0A3,VICTORIA,BC,8,48.4767571,-123.3251287
V8S 1E1,VICTORIA,BC,8,48.412758,-123.345962
V8X 4B2,VICTORIA,BC,8,48.469827,-123.365808
V8Y 2P4,VICTORIA,BC,8,48.5057904,-123.3691274
V8V 3C6,VICTORIA,BC,8,48.419698,-123.356506
V9A 5N4,VICTORIA,BC,8,48.424564,-123.415968
V8P 4G8,VICTORIA,BC,8,48.458288,-123.332876
V8Z 3C7,VICTORIA,BC,8,48.48801,-123.387835
V8S 2H1,VICTORIA,BC,8,48.411568,-123.325563
V8R 3J7,VICTORIA,BC,8,48.444118,-123.31934
V9C 1N8,VICTORIA,BC,8,48.431821,-123.488769
V8W 9A6,VICTORIA,BC,8,48.47417,-123.363133
V8P 3R7,VICTORIA,BC,8,48.455419,-123.347999
V8V 0A1,VICTORIA,BC,8,48.415145,-123.356161
V8Z 6N8,VICTORIA,BC,8,48.4853403,-123.4013056
V8W 3K3,VICTORIA,BC,8,48.428643,-123.369491
V8N 4R9,VICTORIA,BC,8,48.4769032,-123.3209916
V8Z 2Z6,VICTORIA,BC,8,48.4839,-123.407214
V8W 1W3,VICTORIA,BC,8,48.429185,-123.367999
V9A 2H6,VICTORIA,BC,8,48.450414,-123.401992
V9A 2W9,VICTORIA,BC,8,48.439441,-123.392867
V8V 0C5,VICTORIA,BC,8,48.4189639,-123.374812
V8Z 4V5,VICTORIA,BC,8,48.474034,-123.406294
V8N 0B8,VICTORIA,BC,8,48.4705802,-123.3380087
V8Z 2R1,VICTORIA,BC,8,48.468172,-123.408257
V9B 3E7,VICTORIA,BC,8,48.454293,-123.499573
V9B 1P1,VICTORIA,BC,8,48.454396,-123.434949
V8T 1S1,VICTORIA,BC,8,48.435036,-123.3529715
V8T 2R3,VICTORIA,BC,8,48.445373,-123.348791
V9A 6M3,VICTORIA,BC,8,48.446134,-123.410976
V8Z 6M7,VICTORIA,BC,8,48.478349,-123.395185
V9A 4S4,VICTORIA,BC,8,48.437554,-123.408418
V9C 4C9,VICTORIA,BC,8,48.3784451,-123.5621474
V9B 6K9,VICTORIA,BC,8,48.452081,-123.436597
V9C 1C1,VICTORIA,BC,8,48.437515,-123.457358
V9B 4C1,VICTORIA,BC,8,48.439929,-123.517949
V8Z 4V4,VICTORIA,BC,8,48.46935,-123.406572
V8Z 1J8,VICTORIA,BC,8,48.455155,-123.381681
V8R 2P9,VICTORIA,BC,8,48.437836,-123.3283
V8V 2E9,VICTORIA,BC,8,48.413279,-123.377129
V8V 1Z3,VICTORIA,BC,8,48.419734,-123.38055
V8V 3V1,VICTORIA,BC,8,48.418472,-123.358308
V8R 2S8,VICTORIA,BC,8,48.436787,-123.305983
V8S 3B2,VICTORIA,BC,8,48.421932,-123.304131
V8P 2L6,VICTORIA,BC,8,48.470979,-123.356637
V8R 5N3,VICTORIA,BC,8,48.445485,-123.315386
V9C 1H1,VICTORIA,BC,8,48.438114,-123.466965
V8V 3Z8,VICTORIA,BC,8,48.423039,-123.35408
V8W 2A1,VICTORIA,BC,8,48.424154,-123.366527
V8Y 2R2,VICTORIA,BC,8,48.5014447,-123.3664696
V9C 3C8,VICTORIA,BC,8,48.423592,-123.5198784
V8S 4V8,VICTORIA,BC,8,48.4241222,-123.3139683
V8V 4N9,VICTORIA,BC,8,48.419,-123.347993
V8N 2X5,VICTORIA,BC,8,48.4880389,-123.3083568
V8P 0A5,VICTORIA,BC,8,48.4599139,-123.3423413
V8S 2S1,VICTORIA,BC,8,48.416336,-123.314121
V9B 5E9,VICTORIA,BC,8,48.435202,-123.502746
V8S 1N5,VICTORIA,BC,8,48.414374,-123.334564
V9A 4H3,VICTORIA,BC,8,48.447554,-123.409241
V8V 3J1,VICTORIA,BC,8,48.421186,-123.349898
V8V 3T4,VICTORIA,BC,8,48.415871,-123.359325
V9C 3G3,VICTORIA,BC,8,48.423501,-123.492122
V8W 1B2,VICTORIA,BC,8,48.422032,-123.364286
V8W 0A8,VICTORIA,BC,8,48.422234,-123.365632
V9B 0V4,VICTORIA,BC,8,48.4506937,-123.5179809
V9A 7R2,VICTORIA,BC,8,48.432348,-123.380407
V8V 2C3,VICTORIA,BC,8,48.417905,-123.376446
V8R 2W8,VICTORIA,BC,8,48.443341,-123.329421
V9B 1M4,VICTORIA,BC,8,48.462784,-123.434061
V8V 2A6,VICTORIA,BC,8,48.414272,-123.381958
V9A 3V2,VICTORIA,BC,8,48.434776,-123.384746
V8S 3Z1,VICTORIA,BC,8,48.420606,-123.331705
V8T 5H4,VICTORIA,BC,8,48.446004,-123.345436
V8N 3B2,VICTORIA,BC,8,48.470802,-123.340307
V9B 0K4,VICTORIA,BC,8,48.488551,-123.49608
V8N 2H2,VICTORIA,BC,8,48.4788665,-123.3137106
V8N 2J7,VICTORIA,BC,8,48.477618,-123.317766
V9A 1C2,VICTORIA,BC,8,48.452228,-123.39004
V8V 1A3,VICTORIA,BC,8,48.417657,-123.385424
V9E 2E2,VICTORIA,BC,8,48.47421,-123.430662
V9B 1H5,VICTORIA,BC,8,48.456439,-123.45739
V8X 5J8,VICTORIA,BC,8,48.45175,-123.36802
V9A 4P9,VICTORIA,BC,8,48.438719,-123.405862
V8Z 5X8,VICTORIA,BC,8,48.552604,-123.399063
V8Z 6X1,VICTORIA,BC,8,48.5615,-123.401561
V9B 3Y3,VICTORIA,BC,8,48.445756,-123.508583
V8V 1W4,VICTORIA,BC,8,48.420872,-123.374946
V8W 1W2,VICTORIA,BC,8,48.426014,-123.368698
V8N 4J9,VICTORIA,BC,8,48.454515,-123.285279
V8N 3G6,VICTORIA,BC,8,48.4794046,-123.332428
V8W 1T9,VICTORIA,BC,8,48.426061,-123.369978
V8Z 6Z1,VICTORIA,BC,8,48.558,-123.398212
V8P 2J6,VICTORIA,BC,8,48.464403,-123.353487
V8Y 1B1,VICTORIA,BC,8,48.5029263,-123.3673332
V9A 3B8,VICTORIA,BC,8,48.4343543,-123.3830898
V8R 1V4,VICTORIA,BC,8,48.431136,-123.343384
V8V 3K2,VICTORIA,BC,8,48.4238451,-123.3583691
V9C 0M3,VICTORIA,BC,8,48.405824,-123.504338
V8X 2V7,VICTORIA,BC,8,48.454456,-123.364553
V8Y 2A1,VICTORIA,BC,8,48.514516,-123.37307
V8N 3W4,VICTORIA,BC,8,48.493424,-123.309943
V8R 1H7,VICTORIA,BC,8,48.427151,-123.3219804
V9C 2N7,VICTORIA,BC,8,48.42375,-123.508633
V8R 6G4,VICTORIA,BC,8,48.4444822,-123.3005031
V8N 4K1,VICTORIA,BC,8,48.457438,-123.281648
V8T 1V8,VICTORIA,BC,8,48.436001,-123.347383
V8T 1R1,VICTORIA,BC,8,48.43551,-123.364742
V8Y 1T4,VICTORIA,BC,8,48.542443,-123.390375
V9B 6V6,VICTORIA,BC,8,48.4685445,-123.5063682
V8S 4H9,VICTORIA,BC,8,48.420383,-123.323103
V9B 0C5,VICTORIA,BC,8,48.4547685,-123.4802205
V8R 3R1,VICTORIA,BC,8,48.444543,-123.296727
V8W 1T1,VICTORIA,BC,8,48.429819,-123.360415
V8S 4R3,VICTORIA,BC,8,48.426257,-123.317914
V9B 6N6,VICTORIA,BC,8,48.4543464,-123.5484071
V8N 6H8,VICTORIA,BC,8,48.4700586,-123.3038072
V9A 5K7,VICTORIA,BC,8,48.4251975,-123.406872
V8X 4P2,VICTORIA,BC,8,48.5001847,-123.3628827
V9B 0B7,VICTORIA,BC,8,48.47401,-123.502809
V8P 3E3,VICTORIA,BC,8,48.424598,-123.332595
V9B 5R9,VICTORIA,BC,8,48.466107,-123.484979
V8S 2W5,VICTORIA,BC,8,48.4192425,-123.3189535
V8V 2X2,VICTORIA,BC,8,48.4156,-123.357741
V9E 2A8,VICTORIA,BC,8,48.525743,-123.416788
V9A 0C6,VICTORIA,BC,8,48.4373686,-123.4112839
V8V 4S7,VICTORIA,BC,8,48.41877,-123.374738
V8X 1Z6,VICTORIA,BC,8,48.466964,-123.365524
V8N 3W6,VICTORIA,BC,8,48.4897782,-123.3103419
V9B 1C1,VICTORIA,BC,8,48.45208,-123.436597
V8W 1J2,VICTORIA,BC,8,48.425761,-123.368336
V8R 4J6,VICTORIA,BC,8,48.442652,-123.334811
V8P 1Y9,VICTORIA,BC,8,48.457791,-123.3578
V8T 1A2,VICTORIA,BC,8,48.428129,-123.358782
V8P 5P9,VICTORIA,BC,8,48.450007,-123.318752
V9C 3C3,VICTORIA,BC,8,48.429428,-123.527022
V8X 1G5,VICTORIA,BC,8,48.450946,-123.3611588
V8S 1J4,VICTORIA,BC,8,48.408746,-123.332686
V8Z 1B1,VICTORIA,BC,8,48.445968,-123.375539
V9B 6M9,VICTORIA,BC,8,48.4530226,-123.4736688
V9A 1S5,VICTORIA,BC,8,48.444089,-123.387883
V8P 3R9,VICTORIA,BC,8,48.464825,-123.349083
V9C 1P9,VICTORIA,BC,8,48.4259454,-123.4906524
V9C 1E9,VICTORIA,BC,8,48.439182,-123.468336
V8X 4C7,VICTORIA,BC,8,48.4720359,-123.3678543
V8P 3G3,VICTORIA,BC,8,48.4597221,-123.3002151
V8P 3K4,VICTORIA,BC,8,48.454258,-123.353096
V8T 3T7,VICTORIA,BC,8,48.442993,-123.351426
V8S 5E3,VICTORIA,BC,8,48.421139,-123.303511
V9A 3L1,VICTORIA,BC,8,48.430408,-123.386083
V9B 2A3,VICTORIA,BC,8,48.435998,-123.501125
V8W 3Z2,VICTORIA,BC,8,48.422834,-123.362978
V8Z 4P6,VICTORIA,BC,8,48.46185,-123.400973
V8Z 4C2,VICTORIA,BC,8,48.457278,-123.378072
V8X 2B2,VICTORIA,BC,8,48.462772,-123.377962
V8R 2L3,VICTORIA,BC,8,48.4357858,-123.3284711
V8Z 6P6,VICTORIA,BC,8,48.4775147,-123.4125295
V8Z 7A5,VICTORIA,BC,8,48.4842177,-123.4084913
V8T 1B4,VICTORIA,BC,8,48.427646,-123.345877
V8W 2B4,VICTORIA,BC,8,48.421451,-123.366003
V8V 5A2,VICTORIA,BC,8,48.419088,-123.3768033
V8X 4L9,VICTORIA,BC,8,48.499124,-123.366129
V8Z 4X2,VICTORIA,BC,8,48.4778317,-123.4005998
V8R 4Z4,VICTORIA,BC,8,48.434452,-123.323699
V9C 3H5,VICTORIA,BC,8,48.431995,-123.520655
V9A 1Y2,VICTORIA,BC,8,48.45016,-123.392445
V8S 5L7,VICTORIA,BC,8,48.425478,-123.34532
V8R 6R1,VICTORIA,BC,8,48.426404,-123.339414
V9B 0A7,VICTORIA,BC,8,48.43492,-123.391242
V8V 1Y9,VICTORIA,BC,8,48.418503,-123.382022
V9B 0V7,VICTORIA,BC,8,48.458281,-123.482009
V8Z 4S5,VICTORIA,BC,8,48.471455,-123.398224
V9B 0X6,VICTORIA,BC,8,48.464688,-123.496746
V9A 1E2,VICTORIA,BC,8,48.447314,-123.386609
V9B 4M1,VICTORIA,BC,8,48.4447042,-123.497216
V8Y 2M7,VICTORIA,BC,8,48.526185,-123.366472
V8Z 6G2,VICTORIA,BC,8,48.4648409,-123.3952724
V8N 4X1,VICTORIA,BC,8,48.4816626,-123.3212852
V8P 4E1,VICTORIA,BC,8,48.454942,-123.333851
V8X 4B1,VICTORIA,BC,8,48.469814,-123.36592
V8T 3T1,VICTORIA,BC,8,48.447223,-123.349774
V9A 4J9,VICTORIA,BC,8,48.4496733,-123.425655
V8Z 3W3,VICTORIA,BC,8,48.459048,-123.385627
V9A 3A4,VICTORIA,BC,8,48.436515,-123.385075
V8T 5B4,VICTORIA,BC,8,48.436608,-123.370855
V9B 4L8,VICTORIA,BC,8,48.4402035,-123.4985444
V8T 0B6,VICTORIA,BC,8,48.4399898,-123.3603921
V8W 2J8,VICTORIA,BC,8,48.429583,-123.361718
V9B 2N1,VICTORIA,BC,8,48.438666,-123.513418
V8Y 2Z3,VICTORIA,BC,8,48.519093,-123.380592
V8N 1S4,VICTORIA,BC,8,48.457763,-123.283172
V8Z 4A2,VICTORIA,BC,8,48.472734,-123.389646
V8Z 2E2,VICTORIA,BC,8,48.4715414,-123.3960596
V9C 2G7,VICTORIA,BC,8,48.416999,-123.486221
V8N 6M9,VICTORIA,BC,8,48.484917,-123.322865
V8V 2G1,VICTORIA,BC,8,48.412116,-123.377435
V8V 4W6,VICTORIA,BC,8,48.4179543,-123.3688897
V8Z 6K6,VICTORIA,BC,8,48.448436,-123.380554
V9B 0S3,VICTORIA,BC,8,48.513704,-123.436848
V8T 3X2,VICTORIA,BC,8,48.443831,-123.354987
V8X 3A1,VICTORIA,BC,8,48.461162,-123.369647
V8P 3W2,VICTORIA,BC,8,48.456374,-123.340413
V8P 5S8,VICTORIA,BC,8,48.4630017,-123.3441068
V8R 3B6,VICTORIA,BC,8,48.44111,-123.326085
V8Y 3B6,VICTORIA,BC,8,48.505665,-123.366185
V8Z 1V4,VICTORIA,BC,8,48.459109,-123.391619
V9C 2E1,VICTORIA,BC,8,48.417648,-123.487588
V9C 2H9,VICTORIA,BC,8,48.4195885,-123.4885286
V8T 1L2,VICTORIA,BC,8,48.4325527,-123.3515402
V8N 2J2,VICTORIA,BC,8,48.480462,-123.312665
V8W 0G4,VICTORIA,BC,8,48.4248319,-123.35952
V8V 1S2,VICTORIA,BC,8,48.4170315,-123.370935
V9C 3S2,VICTORIA,BC,8,48.4157159,-123.4990144
V9B 1N1,VICTORIA,BC,8,48.4550982,-123.4264342
V9A 2X5,VICTORIA,BC,8,48.4403703,-123.3971098
V8V 1L5,VICTORIA,BC,8,48.416207,-123.375672
V8P 2L3,VICTORIA,BC,8,48.470033,-123.354284
V9C 0N8,VICTORIA,BC,8,48.412546,-123.521498
V9A 3V4,VICTORIA,BC,8,48.436012,-123.385068
V8P 2W2,VICTORIA,BC,8,48.46134,-123.320704
V8W 1P3,VICTORIA,BC,8,48.427663,-123.360889
V9B 1L1,VICTORIA,BC,8,48.4569768,-123.4309234
V8X 1S4,VICTORIA,BC,8,48.461039,-123.361282
V8W 0G3,VICTORIA,BC,8,48.4272692,-123.3653229
V8S 4R5,VICTORIA,BC,8,48.421909,-123.317131
V8Z 2V3,VICTORIA,BC,8,48.47468,-123.419171
V9B 2W4,VICTORIA,BC,8,48.4422445,-123.4700126
V9C 2R1,VICTORIA,BC,8,48.420055,-123.498605
V8T 1J7,VICTORIA,BC,8,48.4313662,-123.3457729
V8W 2G1,VICTORIA,BC,8,48.427341,-123.364882
V8N 2A8,VICTORIA,BC,8,48.475896,-123.31245
V9B 4V3,VICTORIA,BC,8,48.455364,-123.434524
V8R 2X4,VICTORIA,BC,8,48.440055,-123.335608
V8P 4S6,VICTORIA,BC,8,48.459431,-123.326332
V8P 3Y7,VICTORIA,BC,8,48.4525306,-123.3399319
V8Y 3A2,VICTORIA,BC,8,48.516616,-123.379007
V9B 3K9,VICTORIA,BC,8,48.4644157,-123.4962077
V8N 5Y1,VICTORIA,BC,8,48.4757936,-123.3327021
V8Y 2G9,VICTORIA,BC,8,48.5276885,-123.372173
V8X 2P3,VICTORIA,BC,8,48.4472586,-123.3637537
V8X 3Z7,VICTORIA,BC,8,48.466968,-123.367132
V8S 4T4,VICTORIA,BC,8,48.424635,-123.315763
V8N 4S9,VICTORIA,BC,8,48.479856,-123.324861
V9C 4H9,VICTORIA,BC,8,48.37603,-123.573584
V9B 6N5,VICTORIA,BC,8,48.453926,-123.493214
V9C 3Y1,VICTORIA,BC,8,48.389032,-123.579239
V9B 0W9,VICTORIA,BC,8,48.4390025,-123.5112708
V9C 2J3,VICTORIA,BC,8,48.4181486,-123.4892243
V8Y 2A9,VICTORIA,BC,8,48.518814,-123.371506
V8W 3M5,VICTORIA,BC,8,48.4291075,-123.3607778
V9C 3A1,VICTORIA,BC,8,48.407147,-123.507072
V8Z 5C1,VICTORIA,BC,8,48.4910977,-123.4004482
V8S 3L9,VICTORIA,BC,8,48.416255,-123.341045
V9B 5H4,VICTORIA,BC,8,48.43619,-123.502732
V8S 1G9,VICTORIA,BC,8,48.4153548,-123.328564
V8P 4T6,VICTORIA,BC,8,48.466841,-123.325239
V8N 1K3,VICTORIA,BC,8,48.462706,-123.294959
V8T 5J9,VICTORIA,BC,8,48.441561,-123.377192
V8R 4G3,VICTORIA,BC,8,48.434016,-123.335562
V8R 6A1,VICTORIA,BC,8,48.440498,-123.303225
V8W 1L3,VICTORIA,BC,8,48.426468,-123.366097
V8V 1K9,VICTORIA,BC,8,48.417529,-123.378384
V8Y 3G6,VICTORIA,BC,8,48.5051195,-123.3545898
V8R 4P6,VICTORIA,BC,8,48.427271,-123.330188
V8P 4T3,VICTORIA,BC,8,48.4640877,-123.3259202
V8R 3E8,VICTORIA,BC,8,48.443367,-123.331646
V8V 4C8,VICTORIA,BC,8,48.407509,-123.354428
V8S 3X2,VICTORIA,BC,8,48.4102367,-123.3313688
V8W 3K1,VICTORIA,BC,8,48.4282672,-123.3614717
V8P 1N5,VICTORIA,BC,8,48.454517,-123.35061
V9E 2B2,VICTORIA,BC,8,48.512064,-123.411722
V8Z 7L5,VICTORIA,BC,8,48.4711369,-123.4145281
V8S 5C2,VICTORIA,BC,8,48.413985,-123.304878
V8R 4E6,VICTORIA,BC,8,48.429814,-123.335849
V8Z 3R2,VICTORIA,BC,8,48.452363,-123.380155
V8R 6T9,VICTORIA,BC,8,48.444212,-123.333451
V8V 1J3,VICTORIA,BC,8,48.418462,-123.382888
V9B 5L4,VICTORIA,BC,8,48.4284207,-123.3656444
V9C 0J2,VICTORIA,BC,8,48.417696,-123.502504
V9B 2H5,VICTORIA,BC,8,48.4353043,-123.4977713
V9A 3A7,VICTORIA,BC,8,48.436482,-123.387196
V8R 2E2,VICTORIA,BC,8,48.434304,-123.316181
V9A 1V8,VICTORIA,BC,8,48.448623,-123.389336
V8V 1B6,VICTORIA,BC,8,48.409342,-123.371889
V8V 4V9,VICTORIA,BC,8,48.4221099,-123.3859458
V9C 2H5,VICTORIA,BC,8,48.4155213,-123.4892938
V8Y 2Y4,VICTORIA,BC,8,48.507556,-123.361373
V8Y 2R4,VICTORIA,BC,8,48.510241,-123.371181
V8P 1C5,VICTORIA,BC,8,48.447906,-123.33112
V8T 4Y8,VICTORIA,BC,8,48.439951,-123.34449
V8T 1M4,VICTORIA,BC,8,48.434011,-123.359896
V8X 2A8,VICTORIA,BC,8,48.468464,-123.377127
V9A 6R6,VICTORIA,BC,8,48.427345,-123.421555
V9B 5M7,VICTORIA,BC,8,48.4336309,-123.5075236
V8R 4K5,VICTORIA,BC,8,48.431482,-123.334406
V8P 3A3,VICTORIA,BC,8,48.465048,-123.336015
V8X 0A1,VICTORIA,BC,8,48.49508,-123.385301
V8S 1B3,VICTORIA,BC,8,48.406719,-123.348836
V9A 4Y6,VICTORIA,BC,8,48.431872,-123.402254
V8R 1B9,VICTORIA,BC,8,48.426359,-123.328736
V9A 3R6,VICTORIA,BC,8,48.430875,-123.394047
V8Z 7E1,VICTORIA,BC,8,48.5660818,-123.403528
V8V 2C6,VICTORIA,BC,8,48.413306,-123.37974
V8W 1K8,VICTORIA,BC,8,48.426976,-123.370165
V8S 2V6,VICTORIA,BC,8,48.419002,-123.3237565
V8Z 3V7,VICTORIA,BC,8,48.453549,-123.387967
V9A 6C1,VICTORIA,BC,8,48.422007,-123.411339
V8P 3L7,VICTORIA,BC,8,48.466666,-123.35224
V8V 1N2,VICTORIA,BC,8,48.418064,-123.377926
V8X 2R2,VICTORIA,BC,8,48.451261,-123.352436
V8V 4C2,VICTORIA,BC,8,48.417398,-123.354051
V8X 2N1,VICTORIA,BC,8,48.48254,-123.37442
V8Y 3C7,VICTORIA,BC,8,48.507284,-123.36038
V8P 2Z4,VICTORIA,BC,8,48.464141,-123.332409
V8S 2M1,VICTORIA,BC,8,48.412413,-123.315777
V8N 5T1,VICTORIA,BC,8,48.473264,-123.336038
V8W 9E1,VICTORIA,BC,8,48.474181,-123.363133
